archivo,freq_mean,freq_std,freq_maxv,freq_minv,freq_median,freq_skew,freq_kurt,freq_q1,freq_q3,freq_mode,freq_iqr,energy,rmse_mean,zero_crossings,tempo,mfcc_mean,tempogram_mean,spec_centroid_mean,spec_bandwidth_mean,spec_contrast_mean,spec_flatness_mean,spec_rolloff_mean
LA_T_1128464.flac,-7.491759065055724e-06,0.2886751345624083,0.49998501648186994,-0.5,-7.491759065028469e-06,2.832408210756802e-16,-1.2000000005388143,-0.2500037458795325,0.24998876236140244,-0.5,0.49999250824093494,1703.6277,0.074539475,5379,80.74951171875,-29.495893,0.04575530534653374,1390.686567321835,1521.8735260934238,30.573829365559263,0.0008259411,2782.303532025286
LA_T_1130054.flac,-8.938148015731141e-06,0.2886751345486881,0.4999821237039686,-0.5,-8.938148015731141e-06,-8.448110654847266e-17,-1.2000000007669482,-0.25000446907400786,0.2499865927779764,-0.5,0.4999910618519843,1276.1221,0.10857367,6378,135.99917763157896,-21.65173,0.05729819887303872,2081.5630048478693,1697.8433463359022,29.32760849327223,0.003691788,3925.6986860795455
LA_T_1150028.flac,-5.421111978489027e-06,0.28867513457784544,0.49998915777604297,-0.5,-5.421111978489027e-06,1.024779490608371e-16,-1.2000000002821292,-0.2500027105559892,0.24999186833203224,-0.5,0.49999457888802146,1381.7594,0.068833075,7154,129.19921875,-27.243572,0.07425162826499788,1375.4414460504684,1598.0055709615342,33.43111087264615,0.0006228852,2989.962583088743
LA_T_1161958.flac,-7.329014101023131e-06,0.28867513456380084,0.49998534197179795,-0.5,-7.329014101023131e-06,-1.3854396234585126e-16,-1.2000000005156588,-0.2500036645070505,0.24998900647884847,-0.5,0.499992670985899,2334.5867,0.14681979,4353,107.666015625,-11.900793,0.055116754305929154,1470.0391701081437,1460.9747835904805,32.862319359739736,0.0016250536,2890.350432894123
LA_T_1202598.flac,-7.823746635788946e-06,0.28867513455947263,0.4999843525067284,-0.49999999999999994,-7.823746635788946e-06,-2.2184420259397424e-16,-1.200000000587625,-0.2500039118733179,0.2499882643800463,-0.49999999999999994,0.4999921762533641,495.97485,0.061073046,7249,151.99908088235293,-24.652216,0.05871103199681848,2145.6971333502797,1769.5650669203949,32.15720451577088,0.0009821234,4119.4740234375
LA_T_1213624.flac,-6.415026558209951e-06,0.2886751345710534,0.4999871699468836,-0.5,-6.415026558209951e-06,1.212664057689856e-16,-1.2000000003950644,-0.25000320751327915,0.24999037746016267,-0.5,0.4999935849734418,791.2083,0.06436479,7272,117.45383522727273,-23.13636,0.07221170547687075,1735.2538535672816,1663.219576583425,35.43631793999266,0.0007210769,3538.834156709559
LA_T_1237547.flac,-7.219382598400185e-06,0.28867513456472166,0.4999855612348032,-0.5,-7.219382598400185e-06,-1.3647154406809632e-16,-1.2000000005003475,-0.2500036096912992,0.2499891709261024,-0.5,0.4999927806174016,763.5299,0.067439765,6439,161.4990234375,-28.565784,0.06643495470047518,1643.842023948063,1700.3118659184163,31.84059106062184,0.0005558244,3424.808457318474
LA_T_1238061.flac,3.2783444238007687e-17,0.2886751345479285,0.4999909885554654,-0.4999909885554654,0.0,-5.962172064974689e-16,-1.2000000007795788,-0.2499954942777327,0.2499954942777327,-0.4999909885554654,0.4999909885554654,1017.2039,0.09615215,4812,103.359375,-20.16725,0.07475927020652252,1641.2031352394874,1655.682712751015,33.521311939099675,0.00037286192,3477.1184238818805
LA_T_1256941.flac,-2.1278960770514096e-17,0.28867513457506044,0.49999415088380145,-0.49999415088380145,0.0,-1.1056872358308298e-16,-1.2000000003284366,-0.24999707544190072,0.24999707544190072,-0.49999415088380145,0.49999415088380145,3580.3818,0.13457295,9291,123.046875,-23.09072,0.07780520160708147,1691.4956209566706,1536.185125160963,35.18715974960541,0.0005037537,3185.237825130988
LA_T_1284234.flac,-4.892272166885188e-06,0.28867513458099436,0.49999021545566624,-0.5,-4.892272166885188e-06,-9.248102970068905e-17,-1.200000000229769,-0.25000244613608347,0.24999266159174968,-0.5,0.49999510772783307,2052.3984,0.10950088,10866,135.99917763157896,-19.56847,0.09726924806512707,1944.9808693138755,1641.9599550752764,32.203122310006705,0.0010040076,3602.2357177734375
LA_T_1287623.flac,-7.4666985245532076e-06,0.2886751345626247,0.4999850666029509,-0.5,-7.466698524580372e-06,-4.2344003640497234e-16,-1.2000000005352158,-0.2500037333492623,0.24998879995221315,-0.5,0.4999925333014754,1107.8008,0.09443474,5800,103.359375,-18.6703,0.07109236960562494,1515.8433172518594,1397.1963544429736,34.320014171481276,0.0006420999,2698.389790076336
LA_T_1300278.flac,2.8879494543122725e-17,0.28867513458571714,0.49999603083249317,-0.49999603083249317,0.0,-4.501867666529246e-16,-1.2000000001512419,-0.24999801541624658,0.24999801541624658,-0.49999603083249317,0.49999603083249317,674.9352,0.040440887,12912,198.76802884615384,-27.817648,0.06979751973732395,2016.1317531504585,1895.0637974267538,31.991680014460112,0.0010889892,4316.317489562247
LA_T_1302087.flac,0.0,0.28867513456411753,0.4999927085004302,-0.4999927085004302,0.0,-1.3783480668962361e-16,-1.200000000510394,-0.2499963542502151,0.2499963542502151,-0.4999927085004302,0.4999927085004302,973.79694,0.059903808,6878,135.99917763157896,-22.932766,0.07566503487720387,1783.8838801727254,1699.006269382177,33.61537983908424,0.0006593556,3517.786191114739
LA_T_1306139.flac,0.0,0.2886751345727815,0.49999382266095055,-0.49999382266095055,0.0,1.1677328175185058e-16,-1.2000000003663316,-0.24999691133047527,0.24999691133047527,-0.49999382266095055,0.49999382266095055,1340.9998,0.073573485,10051,123.046875,-27.040361,0.08460113248077417,1817.896204887487,1741.750526703408,31.999807331317992,0.00040748916,3369.4045732606132
LA_T_1339768.flac,2.702686958301794e-17,0.28867513456294813,0.4999925709106578,-0.4999925709106578,0.0,0.0,-1.2000000005298375,-0.2499962854553289,0.2499962854553289,-0.4999925709106578,0.4999925709106578,687.21985,0.057866402,6606,151.99908088235293,-29.360186,0.06338633026599207,1722.8941617699668,1745.8289552957074,31.097863401463986,0.0006002819,3707.055109197443
LA_T_1347970.flac,0.0,0.28867513455235116,0.4999914241119668,-0.4999914241119668,0.0,8.105711713190841e-17,-1.200000000706041,-0.24999571205598342,0.24999571205598342,-0.4999914241119668,0.49999142411196684,2409.8489,0.18391795,3323,103.359375,-18.14219,0.06322846116023546,1095.934405166568,1175.8634564270683,39.50088169481744,0.0001504133,2313.9693410773025
LA_T_1349610.flac,1.7612042907658297e-17,0.28867513458128163,0.4999951588385086,-0.4999951588385086,0.0,-9.151485943631073e-17,-1.200000000224993,-0.2499975794192543,0.2499975794192543,-0.4999951588385086,0.4999951588385086,1648.5654,0.07760362,9626,135.99917763157896,-24.012627,0.09774034148443819,1780.2792631388397,1716.8004416454412,32.952715744172174,0.001176374,3702.5916373375617
LA_T_1363347.flac,0.0,0.28867513454924854,0.4999911163228683,-0.4999911163228683,0.0,0.0,-1.2000000007576297,-0.24999555816143415,0.24999555816143415,-0.4999911163228683,0.4999911163228683,1427.4908,0.1058768,3382,184.5703125,-12.852824,0.06491820769367453,1370.2498617033516,1540.6170927836804,33.40190884058668,0.00021973801,2939.967373934659
LA_T_1379137.flac,0.0,0.2886751345802778,0.4999949824888862,-0.4999949824888862,0.0,0.0,-1.2000000002416837,-0.2499974912444431,0.2499974912444431,-0.4999949824888862,0.4999949824888862,1962.2229,0.103090666,12539,129.19921875,-20.00826,0.09379103418135516,2047.0023225777877,1626.6617404598264,36.17692665644314,0.0004015205,3706.4716045673076
LA_T_1380103.flac,2.2670489600003195e-17,0.28867513423608854,0.4999750735330774,-0.4999750735330774,0.0,-1.1779931989815476e-16,-1.2000000059647558,-0.24998753676653868,0.24998753676653868,-0.4999750735330774,0.49997507353307735,324.09863,0.09729245,2474,215.33203125,-9.077147,0.03670938358805668,1978.418267124361,1416.8141363642785,30.264579266002386,0.00031432897,3319.34326171875
LA_T_1382581.flac,-5.977000502068042e-06,0.2886751345741873,0.4999880459989959,-0.5,-5.977000502068042e-06,3.389585506301593e-16,-1.2000000003429558,-0.25000298850025104,0.2499910344992469,-0.5,0.49999402299949797,1643.4153,0.09369871,4753,107.666015625,-18.986834,0.06797945872072687,1463.7539547144188,1690.5141385329039,36.573875624862815,0.0003889148,3379.0059903772867
LA_T_1401993.flac,-1.5611340077432246e-05,0.28867513445410453,0.49996877731984507,-0.49999999999999994,-1.5611340077432246e-05,7.37772122044276e-17,-1.2000000023396535,-0.25000780567003866,0.24997658298988384,-0.49999999999999994,0.4999843886599225,813.0178,0.11230262,1949,143.5546875,-17.391891,0.12274220625313753,1409.885352807487,1466.4304377228611,34.23147426080195,0.0005310231,2878.955078125
LA_T_1402346.flac,-3.638904253151291e-06,0.28867513458716787,0.4999927221914937,-0.5,-3.638904253151291e-06,-1.3757599774189152e-16,-1.20000000012712,-0.2500018194521266,0.24999454164362028,-0.5,0.49999636109574686,1625.0869,0.08836715,12828,151.99908088235293,-21.14571,0.11898898888201406,1749.2567416873428,1584.7869774583362,33.59835713709351,0.00040823116,3369.7461663568774
LA_T_1449247.flac,-2.2876341317829016e-17,0.28867513450349574,0.49998742359836,-0.49998742359836,0.0,1.1886895647410716e-16,-1.200000001518392,-0.24999371179918,0.24999371179918,-0.49998742359836,0.49998742359836,1242.1519,0.1360335,4132,107.666015625,-18.630753,0.044192776700606895,1684.9540208539408,1402.2850402905287,34.507921249500804,0.051938914,3135.4276216947114
LA_T_1455233.flac,0.0,0.28867513456313104,0.49999259226335985,-0.49999259226335985,0.0,0.0,-1.2000000005267952,-0.24999629613167992,0.24999629613167992,-0.49999259226335985,0.49999259226335985,841.64624,0.07941155,5487,129.19921875,-22.710283,0.04513914102061339,1831.0938354530663,1740.4189957666997,36.00548216823213,0.00043292154,3808.685302734375
LA_T_1490411.flac,0.0,0.28867513454790483,0.4999909862811199,-0.4999909862811199,0.0,0.0,-1.2000000007799727,-0.24999549314055994,0.24999549314055994,-0.4999909862811199,0.4999909862811199,861.4514,0.09122968,6545,89.10290948275862,-21.835043,0.04544604315565923,2112.5763931422966,1699.1814898512841,32.21454287583565,0.0014870408,3906.5971724483943
LA_T_1497287.flac,-7.724632307502164e-06,0.2886751345603625,0.49998455073538506,-0.5,-7.724632307502164e-06,2.1903379216482201e-16,-1.200000000572832,-0.2500038623161538,0.24998841305153877,-0.5,0.49999227536769253,352.32788,0.04062045,4506,112.34714673913044,-31.907942,0.06019024734550725,1498.0414505715519,1677.0298263895622,31.948752188417608,0.0008076349,3416.1494217519685
LA_T_1527669.flac,0.0,0.28867513445744436,0.49998457504241867,-0.49998457504241867,0.0,0.0,-1.2000000022841217,-0.2499922875212093,0.2499922875212093,-0.49998457504241867,0.4999845750424186,626.9636,0.094051674,2496,129.19921875,-23.181862,0.054617225619989725,1637.263866866669,1653.3605390567257,33.471760997697935,0.000783978,3348.749542236328
LA_T_1552285.flac,-3.25055259394097e-06,0.2886751345887125,0.4999934988948121,-0.5,-3.25055259394097e-06,-1.2289359246797169e-16,-1.2000000001014344,-0.250001625276297,0.24999512417110908,-0.5,0.4999967494474061,1294.3599,0.07226072,14146,135.99917763157896,-22.440044,0.125497526503267,1582.6483866995516,1527.8743112652094,36.945070617213446,0.000383331,3038.1131904069766
LA_T_1562058.flac,-4.288753173661746e-06,0.2886751345841934,0.49999142249365264,-0.5,-4.288753173677348e-06,-2.432172389990632e-16,-1.2000000001765758,-0.25000214437658685,0.2499935668702395,-0.5,0.49999571124682635,2334.7974,0.07854115,8988,117.45383522727273,-23.352343,0.0701495251253863,1657.7013378133252,1787.5842929607861,33.848273019012346,0.0005918397,3765.9966719777963
LA_T_1584771.flac,-1.7630991601685146e-17,0.28867513454057125,0.4999903072598624,-0.4999903072598624,0.0,0.0,-1.2000000009019118,-0.2499951536299312,0.2499951536299312,-0.4999903072598624,0.4999903072598624,1111.3369,0.07950022,4163,135.99917763157896,-30.567005,0.12375133325821241,1497.344390864112,1591.7310077323425,30.071612645663876,0.0009452676,2858.7992148824255
LA_T_1602964.flac,1.489144006177533e-17,0.28867513455611815,0.4999918133442489,-0.4999918133442489,0.0,-7.73781923857004e-17,-1.2000000006434053,-0.24999590667212446,0.24999590667212446,-0.4999918133442489,0.4999918133442489,1703.6531,0.099557735,8169,112.34714673913044,-24.108984,0.07840814812965272,1946.567806585252,1625.0909588727313,34.336000567748485,0.00085397303,3588.1494140625
LA_T_1604222.flac,-9.735960744606278e-06,0.2886751345400865,0.4999805280785108,-0.5,-9.735960744606278e-06,-9.202182998566886e-17,-1.2000000009099738,-0.2500048679803723,0.2499853960588831,-0.5,0.4999902640392554,312.3182,0.060765803,5878,123.046875,-17.06251,0.060611882837970484,1759.3662837336058,1260.4312646606884,32.1880072875109,0.00030404588,2992.369034266708
LA_T_1620045.flac,1.4269493414703048e-17,0.2886751345592828,0.499992155263034,-0.499992155263034,0.0,7.414646280498339e-17,-1.200000000590783,-0.249996077631517,0.249996077631517,-0.499992155263034,0.499992155263034,1402.4038,0.09174163,4006,123.046875,-15.30061,0.08158197721519259,1573.4506113095815,1775.1545527131454,35.07125046988143,0.00042367325,3564.9509765625
LA_T_1627954.flac,-5.542745654487407e-06,0.2886751345770755,0.499988914508691,-0.5,-5.542745654487407e-06,2.0955450066190927e-16,-1.2000000002949318,-0.2500027713728272,0.24999168588151827,-0.5,0.4999944572543455,1220.6858,0.07426961,6011,161.4990234375,-29.404083,0.08271707311509637,1386.2117403955272,1494.8053301156017,32.592774254924855,0.00058563426,2945.1825675317796
LA_T_1639049.flac,-3.4276626083141384e-06,0.2886751345880296,0.49999314467478334,-0.5,-3.4276626083141384e-06,-2.591791761757919e-16,-1.2000000001127886,-0.25000171383130415,0.24999485850608752,-0.5,0.4999965723373917,1850.8145,0.091617905,18259,107.666015625,-24.179428,0.11216486961081497,1842.8833621569263,1450.930282236482,36.471641478165445,0.00058324763,3278.3357319078946
LA_T_1643750.flac,0.0,0.2886751345474414,0.49999094186488885,-0.49999094186488885,0.0,-8.561519412277013e-17,-1.2000000007876783,-0.2499954709324444,0.2499954709324444,-0.49999094186488885,0.4999909418648888,599.47516,0.059273,4136,172.265625,-26.79895,0.04116997432466712,1526.4729621390575,1712.1765652008933,31.90188212841218,0.000641542,3246.6288248697915
LA_T_1649598.flac,1.576260975871417e-17,0.2886751345839742,0.49999566720682154,-0.49999566720682154,0.0,8.19049228951475e-17,-1.2000000001802216,-0.24999783360341077,0.24999783360341077,-0.49999566720682154,0.49999566720682154,1158.3418,0.081299186,6747,117.45383522727273,-16.856098,0.09586981029339697,1473.6068516951714,1518.4483879581135,36.4809552384748,0.0007573531,2895.739422013274
LA_T_1653341.flac,-2.129308656096534e-06,0.28867513459219524,0.4999957413826879,-0.5,-2.1293086560655486e-06,6.440219197076623e-16,-1.2000000000435265,-0.25000106465432803,0.2499968060370159,-0.5,0.49999787069134394,2562.1418,0.08377217,28308,103.359375,-24.707087,0.14330378607198554,1760.3380233595403,1486.92546315024,33.63835332289643,0.0003633975,3249.801336550245
LA_T_1664823.flac,-1.4801657785698919e-05,0.2886751344683217,0.49997039668442866,-0.5,-1.4801657785671995e-05,4.1970453856736856e-16,-1.2000000021032549,-0.25000740082889283,0.2499777975133215,-0.5,0.49998519834221433,237.65535,0.053663608,3650,86.1328125,-24.10987,0.022995912405641448,1607.6312741596628,1602.2261265042239,30.458662098399255,0.038779765,3304.204767400568
LA_T_1678695.flac,0.0,0.2886751345751223,0.49999416003831015,-0.49999416003831015,0.0,0.0,-1.20000000032741,-0.24999708001915508,0.24999708001915508,-0.49999416003831015,0.49999416003831015,501.6631,0.04466806,9100,117.45383522727273,-25.088377,0.07707603659944237,1799.4507338601861,1594.7374547827717,32.47171213972357,0.0007303578,3547.3388671875
LA_T_1681988.flac,-6.811432307960944e-06,0.28867513456802635,0.499986377135384,-0.49999999999999994,-6.811432307985723e-06,-2.575197177000139e-16,-1.2000000004453981,-0.250003405716154,0.249989782851538,-0.49999999999999994,0.499993188567692,1241.4398,0.09168271,7796,135.99917763157896,-25.413244,0.07898914428883061,1784.8063929450286,1674.6572431740503,33.867450770119376,0.0004596141,3605.615234375
LA_T_1687775.flac,0.0,0.28867513457156035,0.4999936537753691,-0.4999936537753691,0.0,0.0,-1.2000000003866356,-0.24999682688768454,0.24999682688768454,-0.4999936537753691,0.4999936537753691,792.61456,0.06249006,7916,92.28515625,-22.084332,0.07001885978246106,1841.3379700963148,1765.9325755764223,36.75111203378817,0.0005724325,3883.2475142045455
LA_T_1691064.flac,-1.2732365673542144e-05,0.2886751345012168,0.49997453526865293,-0.5,-1.2732365673542144e-05,3.610292668184113e-16,-1.2000000015562857,-0.2500063661828368,0.24998090145148968,-0.5,0.4999872676343265,1909.6399,0.19372539,2002,172.265625,-4.7721553,0.09304753131417536,1132.3717008826052,1112.1660687014084,34.20733328597174,0.0001837367,2015.8713600852273
LA_T_1711179.flac,-4.922713399607965e-06,0.2886751345808219,0.49999015457320073,-0.5,-4.922713399625874e-06,0.0,-1.200000000232638,-0.2500024613566998,0.24999261592990055,-0.5,0.4999950772866004,901.8889,0.05620958,9036,161.4990234375,-28.91616,0.07845972297836061,1469.9993846796806,1536.5986082638738,32.47152210424705,0.00076405425,3045.2169293734296
LA_T_1715090.flac,-2.3255083848500447e-17,0.2886751345712214,0.4999936076912259,-0.4999936076912259,0.0,2.4167392061851406e-16,-1.2000000003922713,-0.24999680384561296,0.24999680384561296,-0.4999936076912259,0.4999936076912259,989.2563,0.067664824,8674,161.4990234375,-27.393854,0.0757153873988376,1872.5300377116498,1763.9560540846485,31.6003248304612,0.0005613056,3875.835822610294
LA_T_1721131.flac,1.5014977122835087e-17,0.28867513458497807,0.49999587271451573,-0.49999587271451573,0.0,0.0,-1.2000000001635314,-0.24999793635725787,0.24999793635725787,-0.49999587271451573,0.49999587271451573,2242.4102,0.10368465,13731,129.19921875,-23.658766,0.10885757460123724,1707.6919349718532,1505.3229595063763,34.03491322903929,0.0003090814,3217.396719244462
LA_T_1724630.flac,0.0,0.2886751345297632,0.499989385415561,-0.499989385415561,0.0,0.0,-1.2000000010816256,-0.2499946927077805,0.2499946927077805,-0.499989385415561,0.499989385415561,977.53815,0.109405346,5407,92.28515625,-17.641502,0.0542416318906686,1843.177031960331,1475.3242455850261,33.90237285960941,0.0008496421,3276.6357421875
LA_T_1758638.flac,1.9874235493535715e-17,0.2886751345775823,0.4999945370117454,-0.4999945370117454,0.0,0.0,-1.2000000002865057,-0.2499972685058727,0.2499972685058727,-0.4999945370117454,0.4999945370117454,968.02295,0.0725568,8489,117.45383522727273,-25.914951,0.10044289488773299,1658.8166606639195,1623.7727805792742,34.1692188662533,0.0006773356,3525.0094110073323
LA_T_1765412.flac,-1.0103051121438674e-05,0.2886751345358818,0.4999797938977571,-0.5,-1.0103051121438674e-05,-1.9098295012933977e-16,-1.200000000979888,-0.2500050515255607,0.24998484542331784,-0.5,0.4999898969488785,621.7137,0.06256112,7551,95.703125,-27.483274,0.036522239733547845,2197.419712223711,1715.3712564114016,33.165240770415544,0.00090560626,3942.685093830541
LA_T_1773196.flac,-7.955449482881312e-06,0.2886751345582729,0.49998408910103415,-0.49999999999999994,-7.955449482895783e-06,0.0,-1.2000000006075764,-0.2500039777247414,0.24998806682577562,-0.49999999999999994,0.49999204455051705,1364.495,0.10378285,5653,143.5546875,-20.274155,0.08764548603016876,1749.184381677591,1656.883849302573,32.741903032239684,0.000639623,3533.4585794588415
LA_T_1798127.flac,-1.006198180793689e-05,0.2886751345363599,0.4999798760363841,-0.49999999999999994,-1.006198180793689e-05,-1.902065966725843e-16,-1.2000000009719374,-0.25000503099090393,0.24998490702728807,-0.49999999999999994,0.499989938018192,860.02515,0.10059026,2300,117.45383522727273,-21.009901,0.04140926203580401,1532.7915230662263,1654.74596968786,34.95261017318113,0.0010600099,3177.4658203125
LA_T_1803140.flac,0.0,0.2886751345305514,0.49998944991876443,-0.49998944991876443,0.0,-9.971669025409458e-17,-1.2000000010685201,-0.24999472495938221,0.24999472495938221,-0.49998944991876443,0.49998944991876443,597.3862,0.084750764,5888,135.99917763157896,-27.29165,0.04536140129683115,2284.3862382090047,1696.298938408494,29.757488501956104,0.004332667,4218.539724042339
LA_T_1830509.flac,-7.0037820423028435e-06,0.28867513456649213,0.4999859924359154,-0.5,-7.0037820423028435e-06,2.647918811848806e-16,-1.200000000470908,-0.25000350189102116,0.24998949432693654,-0.5,0.49999299621795773,1991.9622,0.102686346,5303,129.19921875,-18.13449,0.06108439550330753,1597.6972411753927,1641.4844989325768,34.360442289972575,0.00033184778,3334.5703125
LA_T_1834272.flac,-5.430768562366946e-06,0.288675134577785,0.4999891384628753,-0.5,-5.430768562366946e-06,-2.0532098444160986e-16,-1.2000000002831357,-0.2500027153842812,0.24999185384715644,-0.5,0.49999456923143765,2128.5513,0.088462286,8770,161.4990234375,-27.259657,0.06170353703384253,1545.1656298346536,1637.2393769873202,34.01257682671745,0.00060272723,3209.1650390625
LA_T_1859200.flac,-8.742175752701331e-06,0.2886751345506885,0.49998251564849455,-0.49999999999999994,-8.742175752701331e-06,-8.262882645423149e-17,-1.200000000733686,-0.2500043710878763,0.24998688673637093,-0.49999999999999994,0.4999912578242473,1550.6993,0.107212044,5260,107.666015625,-24.048775,0.061490673336858995,1512.044648362232,1518.9765897435354,34.75291307287993,0.0010684102,3135.5804443359375
LA_T_1860090.flac,1.459008288519452e-17,0.28867513458552674,0.49999598950855434,-0.49999598950855434,0.0,-7.581229453871031e-17,-1.2000000001544064,-0.24999799475427717,0.24999799475427717,-0.49999598950855434,0.49999598950855434,4454.019,0.15829119,11266,135.99917763157896,-19.995022,0.11550443770604574,1514.3926978324141,1381.5182787884967,35.82087488024306,0.0021395958,2671.176197489754
LA_T_1872445.flac,-7.941550190597204e-06,0.28867513455840044,0.4999841168996188,-0.5,-7.941550190597204e-06,-1.5012303366723511e-16,-1.2000000006054552,-0.2500039707750953,0.2499880876747141,-0.5,0.4999920584498094,879.563,0.061676245,3931,123.046875,-23.35492,0.039923992955327794,1276.678811984881,1547.3626678208043,32.3164912868882,0.00039672188,2397.6258812881097
LA_T_1886890.flac,-2.5801451124417287e-17,0.28867513458755273,0.4999964538755594,-0.4999964538755594,0.0,0.0,-1.2000000001207198,-0.24999822693777973,0.24999822693777973,-0.4999964538755594,0.49999645387555947,928.0878,0.049691416,15752,151.99908088235293,-26.475641,0.11038630293112486,2107.5647319610116,1857.9419580496233,32.52477378560719,0.0011619764,4277.695630944293
LA_T_1887813.flac,-5.49414324330264e-06,0.28867513457738525,0.4999890117135134,-0.5,-5.49414324330264e-06,0.0,-1.2000000002897822,-0.2500027470716216,0.24999175878513505,-0.5,0.4999945058567567,3010.5347,0.14510229,6857,129.19921875,-19.71116,0.09027896600215213,1511.0104363128592,1487.1868050017072,34.80324817382342,0.0006770288,2852.605035331812
LA_T_1911966.flac,-7.987730845421433e-06,0.2886751345579757,0.4999840245383092,-0.5,-7.987730845421433e-06,1.5099600932536965e-16,-1.2000000006125169,-0.2500039938654227,0.2499880184037319,-0.5,0.4999920122691546,578.7173,0.070271514,5065,161.4990234375,-19.765026,0.0753539887945528,1632.1327767777695,1497.8550349728869,32.906521333689085,0.00043756436,3210.723132621951
LA_T_1924239.flac,-6.579466800010527e-06,0.28867513456981975,0.49998684106639996,-0.5,-6.579466800010527e-06,-2.4874980126240103e-16,-1.2000000004155786,-0.25000328973339997,0.24999013079979998,-0.5,0.49999342053319995,1434.4883,0.10440431,6021,143.5546875,-13.607641,0.09077274708433863,1617.679601548468,1551.7232264925478,34.86286969247606,0.00042625182,3237.423153051594
